date,ticker,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PR013
2020-02-05,EWZ US Equity,43.9747,44.0906,43.3612,43.4627,25665515
2020-02-06,EWZ US Equity,43.9554,43.9554,42.516,42.6705,30893825
2020-02-07,EWZ US Equity,42.371,42.4145,41.8687,41.9073,26129994
2020-02-10,EWZ US Equity,41.6948,41.7624,41.2408,41.5306,32519089
2020-02-11,EWZ US Equity,42.1585,42.5063,42.0716,42.4193,28919760
2020-02-12,EWZ US Equity,42.5449,43.1535,42.3421,42.6126,23323473
2020-02-13,EWZ US Equity,42.4676,42.6029,42.1247,42.1875,22242518
2020-02-14,EWZ US Equity,42.6512,42.6512,42.0957,42.371,19206383
2020-02-17,EWZ US Equity,,,,,
2020-02-18,EWZ US Equity,41.8301,41.9556,41.4823,41.8494,20304560
2020-02-19,EWZ US Equity,42.0909,42.4338,42.0667,42.4193,16095526
2020-02-20,EWZ US Equity,41.9943,42.1585,41.3663,41.3857,29010384
2020-02-21,EWZ US Equity,40.8447,41.2601,40.6611,41.0186,28883292
2020-02-24,EWZ US Equity,39.5115,39.5792,38.6566,38.9705,40703000
2020-02-25,EWZ US Equity,39.4632,39.4922,37.9369,38.4199,35755924
2020-02-26,EWZ US Equity,38.6517,39.1251,37.6567,37.8692,60974286
2020-02-27,EWZ US Equity,36.8645,38.1639,36.2946,36.4974,64789827
2020-02-28,EWZ US Equity,35.7343,37.1157,35.343,37.0578,57037619
2020-03-02,EWZ US Equity,37.3186,38.1591,36.9322,38.0528,58050293
2020-03-03,EWZ US Equity,37.9272,38.9705,36.8645,37.1833,63787636
2020-03-04,EWZ US Equity,37.6857,37.8016,36.8114,37.4635,32017935
2020-03-05,EWZ US Equity,36.3815,36.5554,34.7199,35.4155,54432293
2020-03-06,EWZ US Equity,33.8408,34.546,33.4351,33.9084,75505101
2020-03-09,EWZ US Equity,29.5902,30.5611,28.7787,28.7787,73650541
2020-03-10,EWZ US Equity,30.7591,31.7203,29.793,31.6962,47720149
2020-03-11,EWZ US Equity,30.8171,31.0296,26.9818,28.6724,76187539
2020-03-12,EWZ US Equity,23.9871,26.0834,22.852,23.9001,72411366
2020-03-13,EWZ US Equity,28.4019,28.4406,24.4025,28.1121,61942179
2020-03-16,EWZ US Equity,23.5813,24.8469,21.5913,21.6202,61370270
2020-03-17,EWZ US Equity,23.4074,24.9241,22.4124,24.4411,50296127
2020-03-18,EWZ US Equity,21.3981,22.4897,19.6881,20.6639,38725122
2020-03-19,EWZ US Equity,20.1808,22.4607,19.4563,21.4464,49162069
2020-03-20,EWZ US Equity,22.9051,23.3978,21.2918,21.5719,45808521
2020-03-23,EWZ US Equity,20.5866,21.0406,19.6495,20.1132,50448222
2020-03-24,EWZ US Equity,22.0453,22.8954,21.8328,22.538,38398854
2020-03-25,EWZ US Equity,22.451,24.9724,22.2675,24.1899,45768876
2020-03-26,EWZ US Equity,24.9531,25.5569,24.2962,25.2912,42902486
2020-03-27,EWZ US Equity,23.3398,24.2189,22.9727,22.9824,54952877
2020-03-30,EWZ US Equity,23.4364,23.562,22.8085,23.1852,36712467
2020-03-31,EWZ US Equity,23.1659,23.5717,22.4559,22.7602,25305258
2020-04-01,EWZ US Equity,21.485,22.026,21.2918,21.8038,24245672
2020-04-02,EWZ US Equity,22.0356,22.8278,21.7893,22.2772,26836729
2020-04-03,EWZ US Equity,21.8328,21.968,20.6059,21.0503,28789197
2020-04-06,EWZ US Equity,22.6153,23.2529,22.1612,22.6636,33005283
2020-04-07,EWZ US Equity,24.8372,24.9048,23.5814,23.6586,39329876
2020-04-08,EWZ US Equity,23.6296,24.9241,23.5234,24.7792,25857646
2020-04-09,EWZ US Equity,25.3299,25.7646,24.5812,24.7792,27285096
2020-04-10,EWZ US Equity,,,,,
2020-04-13,EWZ US Equity,24.2189,24.6343,23.7359,24.5957,18622700
2020-04-14,EWZ US Equity,25.156,25.5521,24.8807,24.9241,20940298
2020-04-15,EWZ US Equity,24.0933,24.6826,23.9194,24.3155,24076680
2020-04-16,EWZ US Equity,24.4894,24.4991,23.6876,23.8422,19866908
2020-04-17,EWZ US Equity,24.5184,24.586,23.7939,24.3735,23776894
2020-04-20,EWZ US Equity,23.591,24.3832,23.5089,24.074,22623334
2020-04-21,EWZ US Equity,23.2432,23.62,23.0355,23.2819,20317894
2020-04-22,EWZ US Equity,23.7842,24.3252,23.7745,24.1127,21411692
2020-04-23,EWZ US Equity,24.0933,24.2624,23.0645,23.1852,23384482
2020-04-24,EWZ US Equity,22.3351,22.3931,20.4272,21.4077,44241138
2020-04-27,EWZ US Equity,22.1999,22.6443,21.8714,22.3158,20660535
2020-04-28,EWZ US Equity,23.4171,23.8808,23.079,23.7262,27961515
2020-04-29,EWZ US Equity,24.103,25.127,24.074,25.0497,24234338
2020-04-30,EWZ US Equity,24.1706,24.359,23.6586,23.8325,23441070
2020-05-01,EWZ US Equity,22.992,23.2625,22.5766,22.7795,16593867
2020-05-04,EWZ US Equity,22.5573,23.079,22.3736,23.0693,24726858
2020-05-05,EWZ US Equity,23.2336,23.7117,22.7312,22.8761,21735583
2020-05-06,EWZ US Equity,22.6732,22.7795,22.1323,22.3834,22066904
2020-05-07,EWZ US Equity,21.9777,22.3351,21.4367,21.6685,29148144
2020-05-08,EWZ US Equity,22.1226,22.7022,22.0743,22.6249,22082943
2020-05-11,EWZ US Equity,22.3931,22.538,21.8539,21.9004,24706449
2020-05-12,EWZ US Equity,22.4124,22.5283,21.3208,21.3594,28110074
2020-05-13,EWZ US Equity,21.6975,21.7652,20.9778,21.2725,28730895
2020-05-14,EWZ US Equity,20.7701,21.9005,20.403,21.8618,47429524
2020-05-15,EWZ US Equity,21.8231,22.2433,21.3498,21.4947,34955778
2020-05-18,EWZ US Equity,22.5477,23.0307,22.3158,22.9051,31476020
2020-05-19,EWZ US Equity,22.9341,23.2384,22.5863,22.6249,32020611
2020-05-20,EWZ US Equity,23.108,23.3833,22.8149,22.992,25495703
2020-05-21,EWZ US Equity,23.62,24.132,23.5813,23.9581,30696503
2020-05-22,EWZ US Equity,23.7456,24.0305,23.4654,23.8228,25859264
2020-05-25,EWZ US Equity,,,,,
2020-05-26,EWZ US Equity,26.122,26.1993,25.5907,25.6873,53136391
2020-05-27,EWZ US Equity,26.4602,26.8852,25.9868,26.8562,37363823
2020-05-28,EWZ US Equity,26.5858,26.6988,25.9385,26.0158,34566316
2020-05-29,EWZ US Equity,25.7646,26.4119,25.3154,26.267,35875250
2020-06-01,EWZ US Equity,26.3153,26.75,26.1993,26.5664,26487926
2020-06-02,EWZ US Equity,27.2716,28.1169,27.1267,28.1121,38191836
2020-06-03,EWZ US Equity,29.6095,29.8897,29.0975,29.3583,48952011
2020-06-04,EWZ US Equity,29.2521,29.6675,28.8656,29.3004,33018556
2020-06-05,EWZ US Equity,31.1552,31.3677,30.3678,30.4306,45397895
2020-06-08,EWZ US Equity,30.933,32.213,30.7398,32.1406,35785192
2020-06-09,EWZ US Equity,31.0682,31.899,30.9716,31.7155,33089345
2020-06-10,EWZ US Equity,31.957,31.9956,30.5369,30.7011,50420131
2020-06-11,EWZ US Equity,28.9816,29.4598,27.716,28.2957,53591720
2020-06-12,EWZ US Equity,29.3487,29.8848,28.6048,29.3583,64288371
2020-06-15,EWZ US Equity,27.909,29.4046,27.8015,28.867,44373001
2020-06-16,EWZ US Equity,29.825,30.0303,28.5542,28.691,31623323
2020-06-17,EWZ US Equity,28.867,29.649,28.7106,29.1114,24727684
2020-06-18,EWZ US Equity,28.5249,29.1798,28.4173,28.7301,21871178
2020-06-19,EWZ US Equity,29.2091,29.3264,28.6813,29.0332,34489564
2020-06-22,EWZ US Equity,29.6686,29.7957,28.8572,28.9941,18601084
2020-06-23,EWZ US Equity,29.8445,30.3235,29.7272,29.8445,17131770
2020-06-24,EWZ US Equity,29.3949,29.522,28.1252,28.388,32746852
2020-06-25,EWZ US Equity,28.8181,29.1016,28.212,28.9941,23941721
2020-06-26,EWZ US Equity,28.1925,28.3098,27.4496,27.5669,28954289
2020-06-29,EWZ US Equity,28.1436,28.3098,27.5962,28.3,20036463
2020-06-30,EWZ US Equity,27.9872,28.4075,27.7037,28.1143,38380063
2020-07-01,EWZ US Equity,28.3978,29.1603,28.3782,29.0332,25900787
2020-07-02,EWZ US Equity,29.3851,29.7615,28.7644,28.7986,23777934
2020-07-03,EWZ US Equity,,,,,
2020-07-06,EWZ US Equity,29.8348,30.1085,29.434,29.7175,19433495
2020-07-07,EWZ US Equity,29.7468,29.9716,29.0527,29.0625,20539434
2020-07-08,EWZ US Equity,29.8152,30.0107,29.4584,30.001,19622878
2020-07-09,EWZ US Equity,30.4213,30.4897,29.522,29.7761,23832749
2020-07-10,EWZ US Equity,29.5806,30.1231,29.4437,30.0987,14061946
2020-07-13,EWZ US Equity,30.0987,30.2698,29.2482,29.3264,27049960
2020-07-14,EWZ US Equity,29.0625,30.1769,28.9452,30.0792,33143914
2020-07-15,EWZ US Equity,30.5191,30.607,29.9667,30.3333,24876133
2020-07-16,EWZ US Equity,30.1574,30.3969,29.9814,30.216,27120099
2020-07-17,EWZ US Equity,30.5679,30.7586,30.4017,30.6364,17078898
2020-07-20,EWZ US Equity,30.6461,31.3549,30.6168,31.3011,23424245
2020-07-21,EWZ US Equity,32.0049,32.4155,31.7801,31.956,27581092
2020-07-22,EWZ US Equity,32.4937,32.953,32.3275,32.7479,35150933
2020-07-23,EWZ US Equity,32.4546,32.6257,31.3793,31.4575,30919662
2020-07-24,EWZ US Equity,31.2327,31.8827,30.8514,31.565,20949872
2020-07-27,EWZ US Equity,31.8876,32.5524,31.6333,32.5328,23522057
2020-07-28,EWZ US Equity,32.0831,32.6892,32.065,32.3471,15288055
2020-07-29,EWZ US Equity,32.7967,32.9727,32.4937,32.7283,22280286
2020-07-30,EWZ US Equity,32.6012,32.7674,32.0538,32.6403,20272303
2020-07-31,EWZ US Equity,32.4057,32.435,31.5846,31.8094,29785737
2020-08-03,EWZ US Equity,31.2327,31.3646,30.8416,31.1545,23757932
2020-08-04,EWZ US Equity,30.5582,31.0665,30.128,30.8025,27371867
2020-08-05,EWZ US Equity,31.4673,31.6823,30.8319,31.1936,20677402
2020-08-06,EWZ US Equity,30.9981,31.4477,30.871,31.3206,18353495
2020-08-07,EWZ US Equity,30.607,30.9687,30.2111,30.5484,29174144
2020-08-10,EWZ US Equity,30.8514,31.0372,30.0107,30.4702,19727012
2020-08-11,EWZ US Equity,30.7634,31.0176,30.2453,30.2942,26667313
2020-08-12,EWZ US Equity,30.4213,30.4995,29.5024,30.128,36320316
2020-08-13,EWZ US Equity,30.6657,30.9198,29.9227,30.0596,33079950
2020-08-14,EWZ US Equity,30.0498,30.3626,29.825,30.0303,21262782
2020-08-17,EWZ US Equity,29.9423,30.0792,28.779,29.1798,28300352
2020-08-18,EWZ US Equity,29.9814,30.1964,29.6099,30.0107,25771349
2020-08-19,EWZ US Equity,29.9716,30.0401,29.1456,29.1798,27592624
2020-08-20,EWZ US Equity,28.2902,29.4046,28.1143,29.2482,41305063
2020-08-21,EWZ US Equity,28.9256,28.9941,28.5933,28.9843,23898392
2020-08-24,EWZ US Equity,29.2287,29.3069,29.0037,29.258,13330010
2020-08-25,EWZ US Equity,29.3264,29.5806,29.0234,29.5024,15354394
2020-08-26,EWZ US Equity,29.5611,29.605,28.2414,28.6617,27605555
2020-08-27,EWZ US Equity,29.1505,29.1505,28.4564,28.8572,26318421
2020-08-28,EWZ US Equity,29.4242,30.1965,29.3802,30.1965,28761617
2020-08-31,EWZ US Equity,29.6686,29.6686,29.1309,29.1505,28129119
2020-09-01,EWZ US Equity,29.913,30.5973,29.8445,30.3626,22087446
2020-09-02,EWZ US Equity,30.4017,30.4408,29.9814,30.4115,20098035
2020-09-03,EWZ US Equity,30.6852,31.1936,30.0303,30.4017,35693522
2020-09-04,EWZ US Equity,30.5679,30.8319,29.7175,30.4897,29222957
2020-09-07,EWZ US Equity,,,,,
2020-09-08,EWZ US Equity,29.5806,30.1476,29.3264,29.649,24178632
2020-09-09,EWZ US Equity,30.4897,30.6559,30.2551,30.5191,22228279
2020-09-10,EWZ US Equity,30.5093,30.7341,29.5317,29.5415,28767831
2020-09-11,EWZ US Equity,29.8836,30.0547,29.2482,29.4144,34083358
2020-09-14,EWZ US Equity,29.8836,30.4702,29.6686,30.3724,21087637
2020-09-15,EWZ US Equity,30.4115,30.5191,30.0303,30.2258,16270092
2020-09-16,EWZ US Equity,30.3235,30.7194,30.1622,30.2844,16490470
2020-09-17,EWZ US Equity,29.7663,30.5875,29.7224,30.5288,15258150
2020-09-18,EWZ US Equity,30.1867,30.2747,29.1212,29.1309,34522095
2020-09-21,EWZ US Equity,28.3978,28.8279,27.9383,28.691,25948146
2020-09-22,EWZ US Equity,28.8083,28.955,28.1534,28.4075,19961221
2020-09-23,EWZ US Equity,28.1827,28.2805,27.3616,27.43,26917119
2020-09-24,EWZ US Equity,27.5864,28.5493,27.3145,28.1632,39303774
2020-09-25,EWZ US Equity,27.5375,28.0165,27.3909,27.9774,27633019
2020-09-28,EWZ US Equity,28.3684,28.4467,26.6431,26.8435,36932199
2020-09-29,EWZ US Equity,26.7066,27.2736,26.5062,26.56,27348067
2020-09-30,EWZ US Equity,26.7555,27.2638,26.7555,27.039,29440491
2020-10-01,EWZ US Equity,26.863,27.1123,26.4916,27.0488,24408428
2020-10-02,EWZ US Equity,26.8826,27.3909,26.5307,26.5502,24470559
2020-10-05,EWZ US Equity,26.8532,27.8112,26.7181,27.7428,22328092
2020-10-06,EWZ US Equity,28.0654,28.432,27.1856,27.342,38111825
2020-10-07,EWZ US Equity,27.5669,27.7086,27.0194,27.2834,28017960
2020-10-08,EWZ US Equity,27.2931,28.168,27.2247,28.0752,20824010
2020-10-09,EWZ US Equity,28.2218,28.691,28.0801,28.3098,24036917
2020-10-12,EWZ US Equity,28.5395,28.7204,28.3293,28.6617,9801905
2020-10-13,EWZ US Equity,28.1241,28.6422,27.8015,28.3978,19420264
2020-10-14,EWZ US Equity,28.5737,28.7986,28.3733,28.4858,18072400
2020-10-15,EWZ US Equity,27.997,28.5346,27.9285,28.2707,16098080
2020-10-16,EWZ US Equity,28.212,28.3,27.9285,28.0165,21329045
2020-10-19,EWZ US Equity,28.2414,28.7399,28.1534,28.2316,19925240
2020-10-20,EWZ US Equity,28.5933,29.1016,28.5542,28.7204,24957221
2020-10-21,EWZ US Equity,28.6422,29.2336,28.5737,28.6617,25783144
2020-10-22,EWZ US Equity,28.8181,29.3264,28.7497,29.17,17518596
2020-10-23,EWZ US Equity,29.1994,29.2678,28.7986,28.8279,21115364
2020-10-26,EWZ US Equity,28.9159,29.0772,28.3978,28.8963,15308228
2020-10-27,EWZ US Equity,28.7888,28.7986,28.0556,28.0752,19621843
2020-10-28,EWZ US Equity,27.2736,27.3616,26.5307,26.56,27276477
2020-10-29,EWZ US Equity,26.1983,27.0097,25.9637,26.9021,27449986
2020-10-30,EWZ US Equity,26.5698,26.6968,26.0565,26.2569,26106325
2020-11-02,EWZ US Equity,26.5991,26.7555,26.3107,26.56,16796979
2020-11-03,EWZ US Equity,27.2052,27.254,26.5551,26.9021,17716988
2020-11-04,EWZ US Equity,27.2736,27.997,27.0976,27.7526,24351136
2020-11-05,EWZ US Equity,28.7497,29.2971,28.564,29.2091,36418067
2020-11-06,EWZ US Equity,29.2385,30.1574,29.043,30.0694,29220350
2020-11-09,EWZ US Equity,31.6335,31.7654,30.5288,30.7146,40938852
2020-11-10,EWZ US Equity,31.0176,31.609,30.9687,31.0274,29916550
2020-11-11,EWZ US Equity,31.0958,31.3011,30.8514,31.0567,25120683
2020-11-12,EWZ US Equity,30.8319,30.8416,29.7908,30.0498,21657499
2020-11-13,EWZ US Equity,30.0596,30.6803,29.9618,30.6168,21183442
2020-11-16,EWZ US Equity,31.1838,31.3793,30.8612,31.3793,25743967
2020-11-17,EWZ US Equity,31.3793,32.3959,31.35,32.2493,40057253
2020-11-18,EWZ US Equity,32.1418,32.3959,31.5846,31.6432,34950157
2020-11-19,EWZ US Equity,31.7996,32.2395,31.6823,32.1711,20625694
2020-11-20,EWZ US Equity,31.7801,31.8974,31.35,31.4477,33855905
2020-11-23,EWZ US Equity,31.8192,31.8485,31.3304,31.6237,21252251
2020-11-24,EWZ US Equity,32.22,32.7576,32.1222,32.6892,20479881
2020-11-25,EWZ US Equity,32.7185,33.2855,32.699,33.0998,20509181
2020-11-26,EWZ US Equity,,,,,
2020-11-27,EWZ US Equity,33.0118,33.5201,32.9922,33.266,11370772
2020-11-30,EWZ US Equity,33.1584,33.31,32.3373,32.5035,26559721
2020-12-01,EWZ US Equity,33.393,34.1995,33.3588,34.1067,38587893
2020-12-02,EWZ US Equity,33.7352,34.2875,33.6228,34.0969,26898645
2020-12-03,EWZ US Equity,34.6248,35.2602,34.4439,34.6736,39675609
2020-12-04,EWZ US Equity,34.8985,35.4459,34.8496,35.3384,31452285
2020-12-07,EWZ US Equity,35.6121,36.0528,34.8985,35.3579,37473926
2020-12-08,EWZ US Equity,35.4948,35.9005,35.0744,35.4361,21715599
2020-12-09,EWZ US Equity,35.4948,35.5436,34.5172,34.8496,26470959
2020-12-10,EWZ US Equity,35.094,36.6092,35.0451,36.5505,36414097
2020-12-11,EWZ US Equity,36.0129,36.487,35.7783,36.3061,33727548
2020-12-14,EWZ US Equity,36.2926,36.4108,35.554,35.682,24447947
2020-12-15,EWZ US Equity,36.0759,36.5142,35.8494,36.46,19848752
2020-12-16,EWZ US Equity,36.3222,37.0411,35.879,36.9426,22087378
2020-12-17,EWZ US Equity,37.4055,37.6419,37.0017,37.3169,30095751
2020-12-18,EWZ US Equity,37.2184,37.5188,36.8638,37.1297,39979182
2020-12-21,EWZ US Equity,35.9184,36.5782,35.4259,36.0661,31897056
2020-12-22,EWZ US Equity,36.0267,36.3812,35.7312,36.0464,27448788
2020-12-23,EWZ US Equity,36.2828,36.4945,36.0759,36.1055,14534587
2020-12-24,EWZ US Equity,36.2335,36.4305,35.9676,36.4009,5832662
2020-12-25,EWZ US Equity,,,,,
2020-12-28,EWZ US Equity,36.2729,36.3615,35.7214,36.2532,22646880
2020-12-29,EWZ US Equity,36.7752,36.9082,36.3714,36.6669,18188470
2020-12-30,EWZ US Equity,36.6078,37.0214,36.5585,36.5881,21775251
2020-12-31,EWZ US Equity,36.6373,36.6472,36.2532,36.5093,7458717
2021-01-01,EWZ US Equity,,,,,
2021-01-04,EWZ US Equity,37.1101,37.3169,35.8051,36.0168,23196054
2021-01-05,EWZ US Equity,35.2388,36.4748,35.2289,36.2237,26690993
2021-01-06,EWZ US Equity,35.8494,36.9574,35.6032,36.0759,41032735
2021-01-07,EWZ US Equity,36.4502,36.6472,36.0119,36.5979,26476797
2021-01-08,EWZ US Equity,37.179,37.4203,36.4502,37.1297,39274029
2021-01-11,EWZ US Equity,36.2532,36.5093,35.7608,35.8593,26048832
2021-01-12,EWZ US Equity,36.1449,37.5237,36.0858,37.4942,39750301
2021-01-13,EWZ US Equity,37.0313,37.1297,36.4009,36.7555,29166982
2021-01-14,EWZ US Equity,37.1987,38.2328,37.0707,38.026,33748680
2021-01-15,EWZ US Equity,36.8835,37.2036,36.3123,36.332,34510762
2021-01-18,EWZ US Equity,,,,,
2021-01-19,EWZ US Equity,36.5487,36.6472,35.8051,36.1252,24242966
2021-01-20,EWZ US Equity,36.5684,36.6472,35.8593,36.1055,22458075
2021-01-21,EWZ US Equity,36.0956,36.1252,35.0221,35.4358,30223803
2021-01-22,EWZ US Equity,34.6085,34.8251,34.0963,34.51,40010298
2021-01-25,EWZ US Equity,34.4016,34.4115,33.5497,33.9979,23439067
2021-01-26,EWZ US Equity,35.2389,35.554,34.7464,34.8547,33821225
2021-01-27,EWZ US Equity,34.6971,35.1206,33.9979,34.2736,32564858
2021-01-28,EWZ US Equity,34.5888,35.1551,34.4016,34.9532,26868102
2021-01-29,EWZ US Equity,34.1357,34.3376,33.5153,33.6728,35437365
2021-02-01,EWZ US Equity,34.2835,34.5888,33.7172,34.3918,24402408
2021-02-02,EWZ US Equity,35.5146,35.6327,34.835,35.1403,29478017
2021-02-03,EWZ US Equity,35.6032,35.8888,35.1206,35.485,25432476
2021-02-04,EWZ US Equity,35.4555,35.5441,34.8744,34.9433,19317215
2021-02-05,EWZ US Equity,35.613,36.1055,35.4555,35.682,26797505
2021-02-08,EWZ US Equity,35.5441,36.2926,35.3619,35.7214,22781438
2021-02-09,EWZ US Equity,34.9335,35.7312,34.7956,35.4653,25397728
2021-02-10,EWZ US Equity,35.2191,35.4308,34.835,35.16,20744058
2021-02-11,EWZ US Equity,35.7115,35.9233,35.1305,35.4161,25585799
2021-02-12,EWZ US Equity,35.0418,35.7411,34.9778,35.485,17926471
2021-02-15,EWZ US Equity,,,,,
2021-02-16,EWZ US Equity,35.7805,36.2286,35.3717,35.682,21403363
2021-02-17,EWZ US Equity,35.4949,35.7559,35.1009,35.5638,21850185
2021-02-18,EWZ US Equity,35.4456,35.5638,34.7513,35.0418,22001216
2021-02-19,EWZ US Equity,35.032,35.5638,34.8645,35.1403,28313363
2021-02-22,EWZ US Equity,32.5107,33.6433,32.4713,32.9637,51719111
2021-02-23,EWZ US Equity,33.3577,34.0126,32.9834,33.86,30591087
2021-02-24,EWZ US Equity,33.8403,34.2588,33.7073,34.2047,24699328
2021-02-25,EWZ US Equity,34.1653,34.2835,32.3433,32.5205,44217588
2021-02-26,EWZ US Equity,33.0031,33.0031,31.3288,31.4175,44773881
2021-03-01,EWZ US Equity,31.9001,32.3137,31.3485,31.3584,33794588
2021-03-02,EWZ US Equity,30.6985,31.969,30.3292,31.6243,62911429
2021-03-03,EWZ US Equity,30.9053,32.5058,30.0091,31.7031,81996760
2021-03-04,EWZ US Equity,32.5993,33.0721,31.5455,31.8311,55539269
2021-03-05,EWZ US Equity,32.4122,32.6486,31.8213,32.491,35667737
2021-03-08,EWZ US Equity,31.9493,32.2103,30.4917,30.5705,51646906
2021-03-09,EWZ US Equity,30.5015,31.3781,30.1618,30.7872,48254438
2021-03-10,EWZ US Equity,31.3387,32.033,30.7921,31.841,48701160
2021-03-11,EWZ US Equity,32.5993,33.2789,32.3137,33.1607,38483738
2021-03-12,EWZ US Equity,32.6486,32.8603,32.4516,32.7865,21540832
2021-03-15,EWZ US Equity,32.3531,32.683,32.1758,32.5402,22060431
2021-03-16,EWZ US Equity,32.8357,32.9243,32.2152,32.4024,23241391
2021-03-17,EWZ US Equity,32.1758,33.5153,32.0872,33.338,38953383
2021-03-18,EWZ US Equity,33.2001,33.7329,32.8062,32.9243,35578408
2021-03-19,EWZ US Equity,33.2592,33.9979,33.0031,33.7319,38642817
2021-03-22,EWZ US Equity,33.1804,33.4315,32.6781,33.2198,26309802
2021-03-23,EWZ US Equity,33.0622,33.6334,32.5501,32.7077,32195121
2021-03-24,EWZ US Equity,32.7569,33.0819,31.644,31.644,33166176
2021-03-25,EWZ US Equity,31.6046,32.1758,31.4372,31.9395,42100791
2021-03-26,EWZ US Equity,32.1758,32.3876,31.4175,31.9198,32707123
2021-03-29,EWZ US Equity,31.5948,32.1118,31.3732,31.8804,29926987
2021-03-30,EWZ US Equity,31.8902,32.4861,31.7671,32.294,40593866
2021-03-31,EWZ US Equity,32.3236,33.0721,32.2399,32.944,35775441
2021-04-01,EWZ US Equity,32.7766,32.88,32.0872,32.1266,37702950
2021-04-02,EWZ US Equity,,,,,
2021-04-05,EWZ US Equity,33.0031,33.1706,32.8259,33.0721,22708012
2021-04-06,EWZ US Equity,33.2198,33.7861,33.1509,33.4365,25221363
2021-04-07,EWZ US Equity,33.7024,33.8994,33.1115,33.21,28119576
2021-04-08,EWZ US Equity,33.6433,34.1357,33.3774,33.8206,25700430
2021-04-09,EWZ US Equity,33.3183,33.4808,32.9687,33.0524,28035614
2021-04-12,EWZ US Equity,33.4266,33.4906,32.8012,33.013,19094623
2021-04-13,EWZ US Equity,32.7865,33.6088,32.7372,33.141,22564202
2021-04-14,EWZ US Equity,33.2592,34.0077,33.2493,33.8206,28428089
2021-04-15,EWZ US Equity,34.4312,34.5001,34.0373,34.2047,36858324
2021-04-16,EWZ US Equity,33.9782,34.7217,33.8156,34.5297,34102705
2021-04-19,EWZ US Equity,34.3524,35.1305,34.313,34.7365,39497978
2021-04-20,EWZ US Equity,34.8251,34.9827,34.3327,34.4903,28893459
2021-04-21,EWZ US Equity,34.3229,34.6676,33.9929,34.5691,16611783
2021-04-22,EWZ US Equity,35.032,35.0714,34.5198,34.8645,32128823
2021-04-23,EWZ US Equity,35.0911,35.3177,34.6774,35.0024,25109742
2021-04-26,EWZ US Equity,35.3668,35.4111,34.9581,35.2585,26787505
2021-04-27,EWZ US Equity,35.1895,35.4949,34.7907,34.9039,21147066
2021-04-28,EWZ US Equity,35.4161,36.1744,35.357,36.0759,30203324
2021-04-29,EWZ US Equity,36.1547,36.1547,35.5736,35.9873,24620053
2021-04-30,EWZ US Equity,35.5736,35.682,34.9433,35.0221,36290172
2021-05-03,EWZ US Equity,35.1206,35.5047,34.8941,35.16,23997299
2021-05-04,EWZ US Equity,34.7562,35.0714,34.5592,34.6873,29875360
2021-05-05,EWZ US Equity,35.1994,35.7017,35.1108,35.682,27266734
2021-05-06,EWZ US Equity,36.0464,36.46,35.9676,36.4502,31412381
2021-05-07,EWZ US Equity,36.8885,37.4449,36.7752,37.4351,44490480
2021-05-10,EWZ US Equity,37.7108,37.7699,37.2282,37.3267,26093857
2021-05-11,EWZ US Equity,36.6866,37.7502,36.6472,37.7305,30959933
2021-05-12,EWZ US Equity,37.2085,37.4006,36.0858,36.1449,37873574
2021-05-13,EWZ US Equity,36.4108,36.9426,36.007,36.4206,38010151
2021-05-14,EWZ US Equity,36.982,37.1199,36.5782,36.9229,24850564
2021-05-17,EWZ US Equity,36.6275,37.4203,36.6078,37.3267,24450313
2021-05-18,EWZ US Equity,37.3563,37.6862,37.1494,37.4252,20415568
2021-05-19,EWZ US Equity,36.9623,37.4006,36.5831,36.9328,33334993
2021-05-20,EWZ US Equity,37.0608,37.1445,36.8146,37.1199,29483625
2021-05-21,EWZ US Equity,36.9525,37.0116,36.2729,36.46,34158459
2021-05-24,EWZ US Equity,36.7161,37.2085,36.6669,37.1101,22520829
2021-05-25,EWZ US Equity,37.4252,37.4597,36.4896,36.5979,33897231
2021-05-26,EWZ US Equity,36.7358,37.3267,36.7161,37.1396,22506703
2021-05-27,EWZ US Equity,37.376,37.7157,37.179,37.6222,23589410
2021-05-28,EWZ US Equity,37.7601,38.4002,37.7305,38.3214,30912389
2021-05-31,EWZ US Equity,,,,,
2021-06-01,EWZ US Equity,39.5919,39.784,39.39,39.72,42652257
2021-06-02,EWZ US Equity,39.5328,40.7048,39.5131,40.6064,49622976
2021-06-03,EWZ US Equity,40.2124,40.3355,39.9366,40.2223,25464654
2021-06-04,EWZ US Equity,40.7836,41.0988,40.4586,41.0397,31203366
2021-06-07,EWZ US Equity,40.7836,41.414,40.5768,41.217,26655936
2021-06-08,EWZ US Equity,40.9708,41.3746,40.6851,41.0102,24620739
2021-06-09,EWZ US Equity,40.9511,41.1677,40.7048,40.7639,33848819
2021-06-10,EWZ US Equity,40.97,41.16,40.46,40.89,38490132
2021-06-11,EWZ US Equity,40.75,40.77,39.95,40.3,25434008
2021-06-14,EWZ US Equity,40.86,41.28,40.61,40.84,25121275
2021-06-15,EWZ US Equity,40.78,41.04,40.35,40.99,13826737
2021-06-16,EWZ US Equity,40.91,41.32,40.05,40.51,40846241
2021-06-17,EWZ US Equity,40.86,41.04,40.15,40.27,27397153
2021-06-18,EWZ US Equity,40.68,40.78,39.82,40.13,39888050
2021-06-21,EWZ US Equity,40.39,40.91,40.15,40.83,18515694
